,ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
22697,0x7846,20.0,4.7,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,25,10.906379374272275
22698,0xba9b,24.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,3.109059105172104
22699,0x6b23,20.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,3.105091523479756
22700,0x6d80,24.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,2.9802493856658896
22701,0xc173,33.0,4.2,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,34,10.59396549285644
22702,0x98d1,34.0,4.3,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,38,13.763977224483765
22703,0xa0c8,39.0,4.9,Windy,Medium,2,Buffet,scooter,0.0,No,Urban,21,10.756990051240766
22704,0x9396,22.0,5.0,Stormy,Jam,2,Snack,motorcycle,0.0,No,Urban,21,20.255102938341714
22705,0x6fe6,24.0,5.0,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,17,10.8674212648958
22706,0xd390,33.0,4.2,Sunny,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,36,20.07164672186807
22707,0x702,,,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,18,1.5130734531037866
22708,0x3289,36.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,20,12.58026782216666
22709,0x56cb,32.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,43,10.906289036313037
22710,0x6eda,28.0,4.7,Windy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,38,12.293569688065993
22711,0xb9c3,22.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Urban,36,16.902901527472448
22712,0x1ded,35.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,13.989450297015923
22713,0x451d,32.0,4.2,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,42,12.073397681257973
22714,0x3f61,20.0,4.6,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,12.099374423135917
22715,0x3194,30.0,5.0,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,47,4.537516075841063
22716,0xb5c7,23.0,4.8,Sandstorms,High,2,Snack,motorcycle,1.0,No,Metropolitian,17,1.5581369795052924
22717,0xc0fa,32.0,4.8,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,28,6871.623434871856
22718,0xfca,22.0,4.7,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,21,1.5093764406719343
22719,0x6e29,33.0,4.3,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,51,10.865675782683507
22720,0x47fb,39.0,5.0,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,6.210069011356304
22721,0x3cf4,38.0,4.6,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,32,1.5368369038841396
22722,0xa1bb,37.0,4.1,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Semi-Urban,49,13.989584724693525
22723,0x28f7,31.0,4.0,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,33,9.175193844119168
22724,0x6a74,38.0,5.0,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,26,14.152800689506924
22725,0xd756,25.0,4.6,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,21,9.264280986484732
22726,0xbdd5,29.0,4.4,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,6.209250269706474
22727,0xa285,38.0,4.0,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,31,1.5526813114038203
22728,0x20c2,32.0,4.9,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,19,7.646049300680188
22729,0x4b1c,32.0,4.3,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,35,7.862668167467362
22730,0xdb98,29.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,19.395102472534646
22731,0x6378,35.0,5.0,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,15,7.600994631313737
22732,0x53ba,29.0,4.5,Sandstorms,Low,1,Snack,scooter,,No,Metropolitian,14,12.43491429488912
22733,0x5789,32.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,54,13.682048188118584
22734,0x311d,24.0,4.6,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,18,16.388699354704418
22735,0x7e54,25.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,12,1.5524171271974159
22736,0x3109,20.0,4.7,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,6.217860689094804
22737,0x208b,23.0,4.9,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,28,19.87838985945976
22738,0xd892,38.0,4.0,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,42,17.297865752893937
22739,0x187f,20.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,16.902901527472448
22740,0x84fb,30.0,4.5,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,46,10.587588202930887
22741,0x4e6c,34.0,4.7,Fog,High,0,Drinks,motorcycle,0.0,No,Metropolitian,28,6.232180611434428
22742,0xc9e8,33.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,11.936268761220656
22743,0x1dbb,38.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Urban,26,1.4897897642276918
22744,0xb9f1,26.0,4.6,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,10.703215446477477
22745,0x7b37,36.0,4.6,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,27,6.146243658343158
22746,0x8feb,37.0,5.0,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,25,17.09752652780791
22747,0xabf1,31.0,4.3,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,10.711185800765131
22748,0xa2c3,22.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,7.790125828510814
22749,0x4410,39.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,49,16.65996319003844
22750,0xc2a6,27.0,4.6,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,23,7.862668167467362
22751,0xbf22,,,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,24,9.058755058620688
22752,0x6612,24.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,3.040891553714859
22753,0x9d2f,31.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,29,4.537989684577169
22754,0x8b46,29.0,4.9,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,18,7.772241951604515
22755,0x1e95,34.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,Yes,Metropolitian,42,16.853524905826234
22756,0xce73,36.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,44,16.36832033104842
22757,0x8c53,23.0,4.6,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,23,6.050103074300551
22758,0x1438,38.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,34,4.528246576354122
22759,0x4ca4,22.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,11,9.326602960909533
22760,0x71b3,27.0,4.8,Cloudy,Low,2,Snack,motorcycle,0.0,No,Urban,13,3.0188764667867023
22761,0xf0d,32.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,28,4.596951629108698
22762,0x42d4,23.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,9.435201537103644
22763,0x3abb,21.0,4.0,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,31,20.851598740030827
22764,0x662c,35.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,17.09792543533538
22765,0x2c52,35.0,4.8,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,44,10.427367605968819
22766,0x43c8,35.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,15,20.206315811340712
22767,0x6ae7,29.0,4.5,Windy,Medium,2,Meal,scooter,1.0,No,Urban,27,19.688407408927393
22768,0xa727,27.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,3.0605577738082954
22769,0x8ed8,30.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,3.0646275931042672
22770,0x2be4,25.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,17.098593053920453
22771,0x32ed,29.0,4.7,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,19.617824561453773
22772,0x9c61,23.0,4.8,Fog,High,2,Drinks,motorcycle,1.0,No,Metropolitian,22,1.512691779367508
22773,0xb662,21.0,4.9,Fog,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,40,13.830009311488102
22774,0x8d7d,31.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,26,12.25352867430943
22775,0x73e6,36.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,1.5322206808030652
22776,0x14c2,29.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28,1.5323350129507805
22777,0x3eb3,28.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,,15,20.853653606417506
22778,0x4a3e,35.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,10.724956120107805
22779,0x2374,37.0,4.9,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,12,3.1044024322563075
22780,0xbec1,22.0,4.9,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,,22,12.417487520687054
22781,0xbf03,,,,,3,Drinks,motorcycle,0.0,No,Urban,16,17017.392033636504
22782,0x5ae2,38.0,4.5,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,22,17.07649014377506
22783,0x7d5c,37.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,29,13.611428630463365
22784,0xc3f5,20.0,4.7,Sunny,Jam,1,Snack,motorcycle,,No,Metropolitian,12,13.620606901439373
22785,0x11a3,37.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,3.10536989168828
22786,0xc295,39.0,4.7,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,27,7.461099952880004
22787,0x72ce,39.0,4.0,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,41,7.76149825752293
22788,0x1a6f,20.0,5.0,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,27,7.761199672816212
22789,0xcdae,39.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,22,4.579042936489019
22790,0x7855,27.0,4.1,Windy,Jam,0,Buffet,motorcycle,2.0,No,Urban,39,9.055364789631513
22791,0x83fc,27.0,5.0,Cloudy,Medium,2,Meal,scooter,1.0,,Metropolitian,13,9.313347514445379
22792,0xc890,35.0,4.7,Sandstorms,Low,0,Meal,motorcycle,,No,Metropolitian,23,10.683789736467556
22793,0xb866,24.0,4.2,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Semi-Urban,48,4.66364460647327
22794,0x3931,21.0,4.1,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,10.75677007119627
22795,0x58f2,32.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,7.448644516083067
22796,0xdeca,36.0,4.9,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,7.324963249936469
22797,0xa213,32.0,4.6,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,18,20.442929762531403
22798,0x303a,25.0,4.8,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,22,10.906379374272275
22799,0x8b38,38.0,4.8,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,24,14.022182614341206
22800,0xaa44,29.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,16,1.5523012476370381
22801,0x5930,26.0,4.6,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,21,19.884989093920034
22802,0x9886,36.0,4.4,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,42,10.42721501021827
22803,0xe62,,,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,10,3.1051298899949646
22804,0xac42,30.0,4.6,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,48,20.851544689518757
22805,0x3884,22.0,4.5,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,14,7.573406195279292
22806,0xfd7,26.0,5.0,Sunny,High,1,Buffet,motorcycle,0.0,No,,13,1.489529379478611
22807,0xbc4f,27.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,3.040891553714859
22808,0x747,,,,,0,Drinks,motorcycle,1.0,No,Metropolitian,29,4.663438747753126
22809,0x350e,22.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,17,3.0644047281382125
22810,0x874f,39.0,5.0,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,34,13.972191759560088
22811,0x28a4,33.0,4.6,Cloudy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,6.232177403627461
22812,0xacdb,31.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,12.435401341961901
22813,0xa3a0,21.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,4.67433378761763
22814,0xc252,37.0,4.8,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,19,5.874112989155969
22815,0x5bb8,22.0,4.6,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,19,3.024996344268519
22816,0x9853,21.0,4.6,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,43,16.659440579105013
22817,0x1ef8,27.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,29,4.544228016253723
22818,0xa278,23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,6.127106344198189
22819,0xd8a,34.0,4.6,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,27,10.433242609765504
22820,0x5460,25.0,4.2,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,31,7.562267471587871
22821,0x684e,35.0,4.3,Sandstorms,Jam,0,Drinks,motorcycle,0.0,Yes,Urban,49,13.972191759560088
22822,0xa695,39.0,4.1,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33,14.152800689506924
22823,0x5fa7,35.0,4.8,Cloudy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,40,12.116905669821668
22824,0x18e7,26.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Urban,18,12.116886186365793
22825,0x5216,22.0,2.8,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,37,13.406350345933939
22826,0x99d5,29.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,29,4.5281645800235975
22827,0xb936,37.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,25,7.562478890507606
22828,0x987,20.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,29,6.119692285902442
22829,0x4a97,33.0,4.8,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,13.830756172664909
22830,0x947a,32.0,4.6,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,30,3.1051337360123803
22831,0x378e,30.0,4.4,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,4.674393132344068
22832,0x569d,37.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Urban,15,20.207299688873803
22833,0xc748,29.0,4.9,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,13,7.8025424926792954
22834,0xdf3c,21.0,4.7,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,44,16.113200565226155
22835,0x8f3b,36.0,3.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,39,12.162009006032273
22836,0x93ab,28.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,14,7.862668167467362
22837,0x65be,37.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,23,3.018409445967316
22838,0xc0ec,34.0,4.7,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,31,5009.135987849969
22839,0xb800,34.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,7.862668167467362
22840,0x8fbd,33.0,4.9,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,25,7.650862810492865
22841,0x82dc,36.0,5.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,12.241187679867675
22842,0x5489,36.0,4.5,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,7.601308046038669
22843,0x940a,35.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,29,3.1162880563222566
22844,0x3949,27.0,4.9,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,23,4.5281645800235975
22845,0xd544,29.0,4.2,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,29,1.5263905254516699
22846,0xc8b0,27.0,4.9,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,14,7.4900645996255095
22847,0xd65b,21.0,4.8,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,25,13.215310129083141
22848,0x6d69,31.0,4.7,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,20.253101372635502
22849,0x370e,34.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,34,9.181146898732171
22850,0xa422,20.0,4.5,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,7.7909441384951865
22851,0x5f92,35.0,4.7,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,25,6.217851411965175
22852,0x32b1,,,,,3,Meal,electric_scooter,1.0,No,Metropolitian,27,13.766616908258875
22853,0x8c32,30.0,4.9,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,22,19.76089839940681
22854,0xe59,,,Sandstorms,Medium,1,Meal,scooter,,No,Metropolitian,27,4.469162258504094
22855,0x732c,29.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,10.705559922203047
22856,0x7795,24.0,5.0,Sunny,Jam,1,Meal,motorcycle,0.0,No,,11,10.433242609765504
22857,0x7d24,25.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,7.790489304916118
22858,0x5fa9,30.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,,25,10.602450942694606
22859,0x9bce,22.0,4.8,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26,10.756895455418547
22860,0x5036,36.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,3.025059810035751
22861,0xd1a6,37.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,25,7.862668167467362
22862,0xdfed,32.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,29,3.121411286609892
22863,0xcd63,26.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,9.08186227691436
22864,0x5203,37.0,4.5,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,15,4.560926277678764
22865,0xb595,34.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,9.177855596110662
22866,0xb764,38.0,4.3,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,44,12.234822043978658
22867,0xb11f,22.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,19.661019603216737
22868,0x5f82,34.0,3.9,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,31,10.880651848338768
22869,0x539,,,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,25,12.465199139215018
22870,0xb2fe,34.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,4.657654936664735
22871,0x73f1,32.0,4.1,Stormy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,34,6.217860329616785
22872,0x538c,22.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Urban,28,10.708220667174238
22873,0xb7e,26.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,3.0249845923555045
22874,0x6da4,35.0,4.9,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,15,4.544228016253723
22875,0xe232,21.0,5.0,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,2.9846382858295066
22876,0xb61,23.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,43,12.256076445503636
22877,0x3a32,38.0,4.6,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,16.852834881439975
22878,0x26bb,26.0,3.9,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Urban,40,7.64950631838354
22879,0xad5b,22.0,4.8,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,10.757554772962694
22880,0x2243,28.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,13.829677632163364
22881,0x5f51,34.0,4.0,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,32,4.656945385554083
22882,0x8dce,34.0,4.7,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,15,10.757108800062763
22883,0x2f59,21.0,4.9,Cloudy,Medium,1,Meal,scooter,0.0,No,Urban,34,13.682504886973568
22884,0x589a,29.0,4.5,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,19.915298664496373
22885,0x6045,21.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Urban,14,20.206315811340712
22886,0x8856,30.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,19,3.025279773180782
22887,0x9569,35.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20.178298581851102
22888,0x8b19,21.0,4.7,Windy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,12,1.489828584432859
22889,0x8303,34.0,4.2,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,31,19.35930769555367
22890,0x4409,21.0,4.8,Sunny,Jam,2,Meal,motorcycle,,No,Urban,16,12.10010893443606
22891,0x5e9d,24.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,19,10.641057009985817
22892,0xc64e,32.0,4.7,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,5.860920405441505
22893,0x81c,,,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,17,3.0644047281382125
22894,0xcb97,24.0,4.9,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,7.803047130141583
22895,0xa51f,20.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,13.583078662372667
22896,0x7536,31.0,4.6,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,36,1.5126000863988953
22897,0x785b,38.0,4.8,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,18,1.512714082847347
22898,0x18ff,27.0,5.0,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,15,14.022298282537264
22899,0x3b9f,33.0,4.9,Sunny,Medium,0,Buffet,motorcycle,1.0,No,,27,6.118933768592631
22900,0xb265,34.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Urban,30,7.772809995464719
22901,0x4373,32.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,50,13.970652398367218
22902,0xaf3b,21.0,4.7,Windy,Medium,2,Snack,scooter,1.0,No,Urban,15,12.464369458885084
22903,0x8635,26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,3.0406886347781126
22904,0xb5e3,33.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,39,20.853334608081056
22905,0x4841,28.0,4.8,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,13.682378876541017
22906,0x980e,34.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,,No,Metropolitian,31,7.546888128118117
22907,0x2437,28.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,19,1.5322206808030652
22908,0xc627,28.0,4.4,Cloudy,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,35,12.58026782216666
22909,0xb1c2,34.0,5.0,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,7.54517470504723
22910,0x22c1,37.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,41,20.20634489519143
22911,0x987e,24.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,18,13.829019124510912
22912,0x1067,,,,,3,Snack,electric_scooter,0.0,No,,10,13.630903236388264
22913,0xbcfa,28.0,4.9,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Urban,29,4.61059803309491
22914,0xb4b3,25.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,24,13.611283046259633
22915,0x9656,37.0,4.6,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,34,9.326616347795763
22916,0x4a96,32.0,4.9,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,4.610379843539073
22917,0x3df7,20.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,18,4.658255523836756
22918,0xcb74,39.0,4.6,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,10.280572823299664
22919,0x6f42,23.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,22,6.147073150981206
22920,0xbd96,27.0,4.7,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,3.0640029573513696
22921,0xa5a0,39.0,4.9,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,4.527997212189833
22922,0x10e4,26.0,4.5,Sandstorms,High,1,Snack,motorcycle,0.0,No,Urban,17,3.0408931304028766
22923,0x9f48,37.0,5.0,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Urban,49,9.121044921312752
22924,0x6a8f,25.0,4.5,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,16,1.5125177548578486
22925,0x2bbc,27.0,5.0,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,35,19.976027554949525
22926,0x7cb4,30.0,4.7,Sandstorms,High,0,Drinks,motorcycle,,No,Metropolitian,30,6.209021101484128
22927,0x54fb,22.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,32,19.760798007032676
22928,0x1287,29.0,5.0,Sunny,Medium,1,Meal,motorcycle,0.0,No,Urban,10,7.648179253529236
22929,0xa117,26.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,16,7.448644516083067
22930,0xabc6,23.0,4.9,Cloudy,High,0,Snack,motorcycle,0.0,No,Metropolitian,26,6.118745338288607
